filename,dialogue_id,utterance_id,emotion,speaker
dia3_utt9.wav,3,9,neutral,Joey
dia4_utt0.wav,4,0,surprise,Rachel
dia4_utt1.wav,4,1,joy,Ross
dia4_utt2.wav,4,2,surprise,Rachel
dia4_utt3.wav,4,3,neutral,Ross
dia4_utt4.wav,4,4,neutral,Rachel
dia4_utt5.wav,4,5,neutral,Ross
dia4_utt6.wav,4,6,neutral,Rachel
dia4_utt7.wav,4,7,neutral,Ross
dia4_utt8.wav,4,8,joy,Rachel
dia4_utt9.wav,4,9,joy,Ross
dia4_utt10.wav,4,10,joy,Rachel
dia4_utt11.wav,4,11,sadness,Ross
dia4_utt12.wav,4,12,neutral,Rachel
dia4_utt13.wav,4,13,neutral,Ross
dia4_utt14.wav,4,14,neutral,Rachel
dia5_utt0.wav,5,0,neutral,Phoebe
dia5_utt1.wav,5,1,neutral,Joey
dia5_utt2.wav,5,2,neutral,Phoebe
dia5_utt3.wav,5,3,surprise,Sergei
dia6_utt0.wav,6,0,joy,Chandler
dia6_utt1.wav,6,1,surprise,Joey
dia6_utt2.wav,6,2,joy,Chandler
dia6_utt3.wav,6,3,neutral,Joey
dia6_utt4.wav,6,4,neutral,Chandler
dia6_utt5.wav,6,5,anger,Joey
dia6_utt6.wav,6,6,joy,Chandler
dia6_utt7.wav,6,7,neutral,Joey
dia6_utt8.wav,6,8,surprise,Chandler
dia6_utt9.wav,6,9,anger,Joey
dia6_utt10.wav,6,10,anger,Joey
dia6_utt11.wav,6,11,anger,Joey
dia6_utt12.wav,6,12,neutral,Joey
dia6_utt13.wav,6,13,neutral,Joey
dia6_utt14.wav,6,14,sadness,Chandler
dia6_utt15.wav,6,15,sadness,Chandler
dia6_utt16.wav,6,16,sadness,Chandler
dia6_utt17.wav,6,17,surprise,Chandler
dia6_utt18.wav,6,18,anger,Chandler
dia6_utt19.wav,6,19,anger,Chandler
dia6_utt20.wav,6,20,anger,Chandler
dia6_utt21.wav,6,21,anger,Chandler
dia7_utt0.wav,7,0,neutral,Joey
dia7_utt1.wav,7,1,anger,Ross
dia8_utt0.wav,8,0,neutral,Phoebe
dia8_utt1.wav,8,1,neutral,Phoebe
dia8_utt2.wav,8,2,neutral,Chandler
dia8_utt3.wav,8,3,neutral,Customer
dia8_utt4.wav,8,4,joy,Chandler
dia8_utt5.wav,8,5,neutral,Customer
dia8_utt6.wav,8,6,joy,Chandler
dia9_utt0.wav,9,0,neutral,Chandler
dia9_utt1.wav,9,1,neutral,Jade
dia9_utt2.wav,9,2,neutral,Jade
dia9_utt3.wav,9,3,joy,Chandler
dia9_utt4.wav,9,4,neutral,Ross
dia9_utt5.wav,9,5,neutral,Chandler
dia9_utt6.wav,9,6,neutral,Jade
dia9_utt7.wav,9,7,neutral,Chandler
dia9_utt8.wav,9,8,neutral,Jade
dia9_utt9.wav,9,9,joy,Chandler
dia9_utt10.wav,9,10,neutral,Ross
dia9_utt11.wav,9,11,neutral,Chandler
dia9_utt12.wav,9,12,disgust,Ross
dia9_utt13.wav,9,13,anger,Chandler
dia10_utt0.wav,10,0,anger,Phoebe
dia10_utt1.wav,10,1,anger,Phoebe
dia10_utt2.wav,10,2,anger,Phoebe
dia10_utt3.wav,10,3,anger,Phoebe
dia10_utt4.wav,10,4,anger,Phoebe
dia10_utt5.wav,10,5,neutral,Monica
dia11_utt0.wav,11,0,neutral,Ross
dia11_utt1.wav,11,1,anger,Monica
dia11_utt2.wav,11,2,neutral,Ross
dia11_utt3.wav,11,3,joy,Chandler
dia11_utt4.wav,11,4,neutral,Phoebe
dia11_utt5.wav,11,5,neutral,Phoebe
dia11_utt6.wav,11,6,joy,Ross
dia11_utt7.wav,11,7,joy,Joey
dia11_utt8.wav,11,8,joy,Joey
dia11_utt9.wav,11,9,joy,Phoebe
dia12_utt0.wav,12,0,neutral,Chandler
dia12_utt1.wav,12,1,joy,Joey
dia12_utt2.wav,12,2,disgust,Chandler
dia12_utt3.wav,12,3,surprise,Joey
dia12_utt4.wav,12,4,disgust,Chandler
dia12_utt5.wav,12,5,neutral,Joey
dia12_utt6.wav,12,6,fear,Joey
dia12_utt7.wav,12,7,neutral,Joey
dia12_utt8.wav,12,8,surprise,Chandler
dia12_utt9.wav,12,9,fear,Joey
dia12_utt10.wav,12,10,disgust,Chandler
dia12_utt11.wav,12,11,anger,Joey
dia13_utt0.wav,13,0,joy,Mona
dia13_utt1.wav,13,1,neutral,Ross
dia13_utt2.wav,13,2,surprise,Mona
dia13_utt3.wav,13,3,neutral,Ross
dia14_utt0.wav,14,0,neutral,Ross
dia14_utt1.wav,14,1,neutral,Mona
dia14_utt2.wav,14,2,neutral,Ross
dia14_utt3.wav,14,3,surprise,Mona
dia14_utt4.wav,14,4,neutral,Ross
dia14_utt5.wav,14,5,neutral,Mona
dia15_utt0.wav,15,0,anger,Ross
dia15_utt1.wav,15,1,neutral,Charlie
dia15_utt2.wav,15,2,neutral,Ross
dia15_utt3.wav,15,3,sadness,Charlie
dia15_utt4.wav,15,4,surprise,Ross
dia15_utt5.wav,15,5,sadness,Charlie
dia15_utt6.wav,15,6,anger,Ross
dia15_utt7.wav,15,7,sadness,Charlie
dia15_utt8.wav,15,8,neutral,Ross
dia15_utt9.wav,15,9,sadness,Charlie
dia15_utt10.wav,15,10,neutral,Charlie
dia15_utt11.wav,15,11,neutral,Charlie
dia15_utt12.wav,15,12,neutral,Paleontologist
dia15_utt13.wav,15,13,neutral,Ross
dia15_utt14.wav,15,14,neutral,Charlie
dia15_utt15.wav,15,15,joy,Professore Clerk
dia15_utt16.wav,15,16,anger,Ross
dia15_utt17.wav,15,17,anger,Ross
dia15_utt18.wav,15,18,anger,Ross
dia15_utt19.wav,15,19,neutral,Ross
dia15_utt20.wav,15,20,anger,Ross
dia15_utt21.wav,15,21,joy,Ross
dia15_utt22.wav,15,22,joy,Ross
dia16_utt0.wav,16,0,joy,Ross
dia16_utt1.wav,16,1,joy,Rachel
dia16_utt2.wav,16,2,disgust,Phoebe
dia16_utt3.wav,16,3,surprise,Monica
dia16_utt4.wav,16,4,neutral,Phoebe
dia16_utt5.wav,16,5,neutral,Ross
dia17_utt0.wav,17,0,anger,Joey
dia17_utt1.wav,17,1,joy,Joey
dia17_utt2.wav,17,2,neutral,Chandler
dia17_utt3.wav,17,3,neutral,Monica
dia17_utt4.wav,17,4,fear,Rachel
dia17_utt5.wav,17,5,neutral,Monica
dia17_utt6.wav,17,6,fear,Rachel
dia17_utt7.wav,17,7,joy,Caitlin
dia17_utt8.wav,17,8,joy,Ross
dia17_utt9.wav,17,9,joy,Caitlin
dia17_utt10.wav,17,10,joy,Ross
dia18_utt0.wav,18,0,neutral,Ross
dia18_utt1.wav,18,1,neutral,Joey
dia18_utt2.wav,18,2,neutral,Ross
dia18_utt3.wav,18,3,joy,Joey
dia18_utt4.wav,18,4,neutral,Ross
dia18_utt5.wav,18,5,joy,Joey
dia18_utt6.wav,18,6,fear,Joey
dia18_utt7.wav,18,7,neutral,Ross
dia18_utt8.wav,18,8,sadness,Joey
dia18_utt9.wav,18,9,surprise,Joey
dia18_utt10.wav,18,10,fear,Ross
dia19_utt0.wav,19,0,neutral,Joey
dia19_utt1.wav,19,1,neutral,Phoebe
dia20_utt0.wav,20,0,neutral,Rachel
dia20_utt1.wav,20,1,joy,Joey
dia20_utt2.wav,20,2,joy,Phoebe
dia20_utt3.wav,20,3,joy,Joey
dia20_utt4.wav,20,4,joy,Joey
dia20_utt5.wav,20,5,joy,Joey
dia20_utt6.wav,20,6,joy,Joey
dia20_utt7.wav,20,7,joy,Joey
dia20_utt8.wav,20,8,neutral,Joey
dia20_utt9.wav,20,9,neutral,Joey
dia20_utt10.wav,20,10,neutral,Phoebe
dia20_utt11.wav,20,11,neutral,Joey
dia20_utt12.wav,20,12,joy,Joey
dia20_utt13.wav,20,13,joy,Joey
dia20_utt14.wav,20,14,joy,Joey
dia20_utt15.wav,20,15,surprise,Rachel
dia20_utt16.wav,20,16,neutral,Joey
dia21_utt0.wav,21,0,surprise,Monica
dia21_utt1.wav,21,1,neutral,Ross
dia21_utt2.wav,21,2,joy,Monica
dia21_utt3.wav,21,3,surprise,Phoebe
dia21_utt4.wav,21,4,neutral,Ross
dia21_utt5.wav,21,5,surprise,Monica
dia21_utt6.wav,21,6,anger,Phoebe
dia21_utt7.wav,21,7,neutral,Ross
dia21_utt8.wav,21,8,disgust,Phoebe
dia21_utt9.wav,21,9,neutral,Phoebe
dia21_utt10.wav,21,10,neutral,Phoebe
dia21_utt11.wav,21,11,disgust,Phoebe
dia21_utt12.wav,21,12,neutral,Monica
dia21_utt13.wav,21,13,joy,Phoebe
dia22_utt0.wav,22,0,disgust,Joey
dia22_utt1.wav,22,1,neutral,Nurse
dia22_utt2.wav,22,2,surprise,Joey
dia22_utt3.wav,22,3,neutral,Nurse
dia23_utt0.wav,23,0,surprise,Monica
dia23_utt1.wav,23,1,anger,Chandler
dia23_utt2.wav,23,2,surprise,Phoebe
dia23_utt3.wav,23,3,joy,Rachel
dia23_utt4.wav,23,4,neutral,Monica
dia23_utt5.wav,23,5,neutral,Ross
dia23_utt6.wav,23,6,neutral,Rachel
dia23_utt7.wav,23,7,neutral,Monica
dia23_utt8.wav,23,8,surprise,Chandler
dia24_utt0.wav,24,0,neutral,Rachel
dia24_utt1.wav,24,1,neutral,Rachel
dia24_utt2.wav,24,2,neutral,Rachel
dia24_utt3.wav,24,3,joy,Ross
dia24_utt4.wav,24,4,surprise,Rachel
dia24_utt5.wav,24,5,neutral,Ross
dia24_utt6.wav,24,6,neutral,Ross
dia24_utt7.wav,24,7,joy,Rachel
dia24_utt8.wav,24,8,fear,Ross
dia25_utt0.wav,25,0,joy,Mr. Treeger
dia25_utt1.wav,25,1,joy,Joey
dia25_utt2.wav,25,2,joy,Mr. Treeger
dia25_utt3.wav,25,3,joy,Joey
dia25_utt4.wav,25,4,neutral,Mr. Treeger
dia25_utt5.wav,25,5,neutral,Joey
dia25_utt6.wav,25,6,neutral,Mr. Treeger
dia25_utt7.wav,25,7,neutral,Joey
dia25_utt8.wav,25,8,neutral,Mr. Treeger
dia25_utt9.wav,25,9,neutral,Joey
dia25_utt10.wav,25,10,neutral,Mr. Treeger
dia25_utt11.wav,25,11,surprise,Joey
dia25_utt12.wav,25,12,neutral,Mr. Treeger
dia25_utt13.wav,25,13,neutral,Joey
dia26_utt0.wav,26,0,surprise,Ross
dia26_utt1.wav,26,1,neutral,Joey
dia26_utt2.wav,26,2,surprise,Carol
dia26_utt3.wav,26,3,neutral,Joey
dia26_utt4.wav,26,4,neutral,The Casting Director
dia26_utt5.wav,26,5,joy,Ross
dia26_utt6.wav,26,6,joy,Joey
dia26_utt7.wav,26,7,joy,Ross
dia26_utt8.wav,26,8,neutral,The Casting Director
dia26_utt9.wav,26,9,neutral,The Casting Director
dia26_utt10.wav,26,10,neutral,The Casting Director
dia26_utt11.wav,26,11,sadness,Joey
dia26_utt12.wav,26,12,neutral,Ross
dia26_utt13.wav,26,13,neutral,Ross
dia27_utt0.wav,27,0,sadness,Monica
dia27_utt1.wav,27,1,joy,Chandler
dia28_utt0.wav,28,0,anger,Ross
dia28_utt1.wav,28,1,anger,Ross
dia28_utt2.wav,28,2,anger,Ross
dia28_utt3.wav,28,3,joy,Ross
dia28_utt4.wav,28,4,fear,Emily
dia28_utt5.wav,28,5,joy,Ross
dia28_utt6.wav,28,6,fear,Emily
dia28_utt7.wav,28,7,sadness,Ross
dia29_utt0.wav,29,0,surprise,Monica
dia29_utt1.wav,29,1,joy,Chandler
dia29_utt2.wav,29,2,neutral,Monica
dia29_utt3.wav,29,3,joy,Chandler
dia29_utt4.wav,29,4,surprise,Monica
dia29_utt6.wav,29,6,anger,Monica
dia29_utt7.wav,29,7,anger,Monica
dia29_utt8.wav,29,8,anger,Monica
dia29_utt9.wav,29,9,neutral,Chandler
dia29_utt10.wav,29,10,anger,Monica
dia29_utt11.wav,29,11,anger,Monica
dia29_utt12.wav,29,12,surprise,Chandler
dia29_utt13.wav,29,13,neutral,Ross
dia30_utt0.wav,30,0,neutral,Elizabeth
dia30_utt1.wav,30,1,joy,Ross
dia30_utt2.wav,30,2,neutral,Paul
dia30_utt3.wav,30,3,neutral,Ross
dia30_utt4.wav,30,4,anger,Paul
dia30_utt5.wav,30,5,surprise,Ross
dia30_utt6.wav,30,6,anger,Paul
dia30_utt7.wav,30,7,fear,Ross
dia30_utt8.wav,30,8,neutral,Paul
dia30_utt9.wav,30,9,neutral,Ross
dia30_utt10.wav,30,10,neutral,Ross
dia30_utt11.wav,30,11,fear,Ross
dia30_utt12.wav,30,12,neutral,Paul
dia30_utt13.wav,30,13,neutral,Ross
dia30_utt14.wav,30,14,anger,Paul
dia30_utt15.wav,30,15,surprise,Elizabeth
dia31_utt0.wav,31,0,neutral,Joey
dia31_utt1.wav,31,1,neutral,The Dry Cleaner
dia31_utt2.wav,31,2,neutral,Joey
dia31_utt3.wav,31,3,neutral,Phoebe
dia32_utt0.wav,32,0,surprise,Joey and Chandler
dia32_utt1.wav,32,1,neutral,Phoebe
dia32_utt2.wav,32,2,surprise,Monica
dia32_utt3.wav,32,3,neutral,Phoebe
dia32_utt4.wav,32,4,surprise,Rachel
dia32_utt5.wav,32,5,neutral,Phoebe
dia32_utt6.wav,32,6,surprise,Monica
dia32_utt7.wav,32,7,surprise,Ross
dia32_utt8.wav,32,8,neutral,Ross
dia32_utt9.wav,32,9,surprise,Chandler
dia32_utt10.wav,32,10,joy,Ross
dia32_utt11.wav,32,11,joy,Ross
dia32_utt12.wav,32,12,anger,Ross
dia32_utt13.wav,32,13,anger,Ross
dia32_utt14.wav,32,14,anger,Ross
dia32_utt15.wav,32,15,neutral,Chandler
dia32_utt16.wav,32,16,neutral,Joey
dia32_utt17.wav,32,17,fear,Phoebe
dia32_utt18.wav,32,18,neutral,Ross
dia33_utt0.wav,33,0,fear,Chandler
dia33_utt1.wav,33,1,joy,Joey
dia33_utt2.wav,33,2,neutral,Ross
dia33_utt3.wav,33,3,neutral,Chandler
dia33_utt4.wav,33,4,surprise,Phoebe
dia33_utt5.wav,33,5,neutral,Chandler
dia33_utt6.wav,33,6,neutral,Ross
dia33_utt7.wav,33,7,neutral,Monica
dia33_utt8.wav,33,8,joy,Chandler
dia33_utt9.wav,33,9,joy,Monica
dia33_utt10.wav,33,10,neutral,Rachel
dia34_utt0.wav,34,0,neutral,Rachel
dia34_utt1.wav,34,1,neutral,Rachel
dia34_utt2.wav,34,2,neutral,Rachel
dia34_utt3.wav,34,3,joy,Ross
dia34_utt4.wav,34,4,neutral,Rachel
dia34_utt5.wav,34,5,neutral,Ross
dia34_utt6.wav,34,6,neutral,Rachel
dia34_utt7.wav,34,7,neutral,Ross
dia34_utt8.wav,34,8,neutral,Rachel
dia34_utt9.wav,34,9,surprise,Ross
dia34_utt10.wav,34,10,neutral,Rachel
dia34_utt11.wav,34,11,neutral,Ross
dia34_utt12.wav,34,12,neutral,Rachel
dia34_utt13.wav,34,13,disgust,Ross
dia35_utt0.wav,35,0,surprise,Phoebe
dia35_utt1.wav,35,1,joy,Phoebe
dia35_utt2.wav,35,2,joy,Phoebe
dia35_utt3.wav,35,3,joy,Phoebe
dia35_utt4.wav,35,4,joy,Phoebe
dia35_utt5.wav,35,5,joy,Ross
dia36_utt0.wav,36,0,neutral,Ross
dia36_utt1.wav,36,1,neutral,Ross
dia36_utt2.wav,36,2,neutral,Chandler
dia36_utt3.wav,36,3,neutral,Joey
dia36_utt4.wav,36,4,sadness,Chandler
dia36_utt5.wav,36,5,sadness,Ross
dia37_utt0.wav,37,0,neutral,Monica
dia37_utt1.wav,37,1,joy,Joey
dia37_utt2.wav,37,2,joy,Monica
dia37_utt3.wav,37,3,disgust,Joey
dia38_utt0.wav,38,0,anger,Monica
dia38_utt1.wav,38,1,neutral,Chandler
dia38_utt2.wav,38,2,joy,Monica
dia38_utt3.wav,38,3,neutral,Ross
dia38_utt4.wav,38,4,surprise,Phoebe
dia38_utt5.wav,38,5,neutral,Ross
dia38_utt6.wav,38,6,anger,Ross
dia38_utt7.wav,38,7,surprise,Ross
dia38_utt8.wav,38,8,surprise,Ross
dia38_utt9.wav,38,9,surprise,Ross
dia38_utt10.wav,38,10,surprise,Phoebe
dia38_utt11.wav,38,11,surprise,Joey
dia39_utt0.wav,39,0,anger,Kate
dia39_utt1.wav,39,1,anger,Joey
dia39_utt2.wav,39,2,surprise,Joey
dia39_utt3.wav,39,3,anger,Joey
dia39_utt4.wav,39,4,anger,Joey
dia39_utt5.wav,39,5,anger,Joey
dia39_utt6.wav,39,6,anger,Joey
dia39_utt7.wav,39,7,joy,The Director
dia39_utt8.wav,39,8,neutral,Kate
dia39_utt9.wav,39,9,neutral,The Director
dia39_utt10.wav,39,10,disgust,Kate
dia39_utt11.wav,39,11,neutral,The Director
dia39_utt12.wav,39,12,neutral,Joey
dia39_utt13.wav,39,13,neutral,Kate
dia39_utt14.wav,39,14,neutral,Joey
dia39_utt15.wav,39,15,anger,Joey
dia39_utt16.wav,39,16,anger,Joey
dia39_utt17.wav,39,17,anger,Kate
dia39_utt18.wav,39,18,anger,Joey
dia40_utt0.wav,40,0,anger,Phoebe
dia40_utt1.wav,40,1,anger,Joey
dia40_utt2.wav,40,2,neutral,Chandler
dia40_utt3.wav,40,3,neutral,Phoebe
dia40_utt4.wav,40,4,neutral,Monica
dia40_utt5.wav,40,5,neutral,Chandler
dia40_utt6.wav,40,6,joy,Joey
dia40_utt7.wav,40,7,neutral,Monica
dia40_utt8.wav,40,8,disgust,Joey
dia40_utt9.wav,40,9,fear,Monica
dia40_utt10.wav,40,10,neutral,Chandler
dia40_utt11.wav,40,11,surprise,Monica
dia40_utt12.wav,40,12,joy,Joey
dia40_utt13.wav,40,13,sadness,Monica
dia40_utt14.wav,40,14,sadness,Rachel
dia41_utt0.wav,41,0,sadness,Mr. Tribbiani
dia41_utt1.wav,41,1,surprise,Joey
dia41_utt2.wav,41,2,neutral,Mr. Tribbiani
dia41_utt3.wav,41,3,neutral,Joey
dia41_utt4.wav,41,4,neutral,Mr. Tribbiani
dia41_utt5.wav,41,5,surprise,Joey
dia41_utt6.wav,41,6,neutral,Mr. Tribbiani
dia41_utt7.wav,41,7,neutral,Mr. Tribbiani
dia41_utt8.wav,41,8,neutral,Mr. Tribbiani
dia41_utt9.wav,41,9,neutral,Mr. Tribbiani
dia41_utt10.wav,41,10,neutral,Joey
dia41_utt11.wav,41,11,neutral,Mr. Tribbiani
dia41_utt12.wav,41,12,disgust,Joey
dia41_utt13.wav,41,13,neutral,Mr. Tribbiani
dia41_utt14.wav,41,14,disgust,Joey
dia41_utt15.wav,41,15,surprise,Mr. Tribbiani
dia42_utt0.wav,42,0,neutral,Chandler
dia42_utt1.wav,42,1,surprise,Guru Saj
dia43_utt0.wav,43,0,neutral,Monica
dia43_utt1.wav,43,1,neutral,Rachel
dia43_utt2.wav,43,2,neutral,Monica
dia43_utt3.wav,43,3,neutral,Rachel
dia43_utt4.wav,43,4,neutral,Rachel
dia43_utt5.wav,43,5,neutral,Monica
dia43_utt6.wav,43,6,neutral,Rachel
dia44_utt0.wav,44,0,neutral,Charlie
dia44_utt1.wav,44,1,surprise,Ross
dia44_utt2.wav,44,2,neutral,Charlie
dia45_utt0.wav,45,0,sadness,Joey
dia45_utt1.wav,45,1,disgust,Chandler
dia45_utt2.wav,45,2,neutral,Joey
dia45_utt3.wav,45,3,anger,Chandler
dia45_utt4.wav,45,4,neutral,Joey
dia46_utt0.wav,46,0,joy,Monica
dia46_utt1.wav,46,1,surprise,Joey
dia46_utt2.wav,46,2,anger,Monica
dia46_utt3.wav,46,3,surprise,Phoebe
dia46_utt4.wav,46,4,neutral,Rachel
dia46_utt5.wav,46,5,neutral,Joey
dia46_utt6.wav,46,6,anger,Rachel
dia46_utt7.wav,46,7,surprise,Joey
dia46_utt8.wav,46,8,joy,Chandler
dia46_utt9.wav,46,9,joy,Monica
dia46_utt10.wav,46,10,neutral,Joey
dia46_utt11.wav,46,11,fear,Monica
dia46_utt12.wav,46,12,joy,Chandler
dia46_utt13.wav,46,13,surprise,Joey
dia46_utt14.wav,46,14,joy,Chandler
dia47_utt0.wav,47,0,neutral,Chandler
dia47_utt1.wav,47,1,neutral,Joey
dia47_utt2.wav,47,2,neutral,Joey
dia47_utt3.wav,47,3,neutral,Joey
dia47_utt4.wav,47,4,neutral,Joey
dia47_utt5.wav,47,5,neutral,Joey
dia47_utt6.wav,47,6,neutral,Joey
dia47_utt7.wav,47,7,joy,Joey
dia47_utt8.wav,47,8,neutral,Joey
dia47_utt9.wav,47,9,neutral,Chandler
dia47_utt11.wav,47,11,surprise,Chandler
dia47_utt12.wav,47,12,neutral,Joey
dia47_utt13.wav,47,13,surprise,Chandler
dia47_utt14.wav,47,14,neutral,Joey
dia47_utt15.wav,47,15,joy,Joey
dia47_utt16.wav,47,16,joy,Joey
dia47_utt17.wav,47,17,neutral,Chandler
dia48_utt0.wav,48,0,neutral,Rachel
dia49_utt0.wav,49,0,neutral,Ross
dia49_utt1.wav,49,1,neutral,Ross
dia49_utt2.wav,49,2,anger,Ross
dia49_utt3.wav,49,3,joy,Monica
dia49_utt4.wav,49,4,fear,Ross
dia49_utt5.wav,49,5,neutral,Joey
dia49_utt6.wav,49,6,neutral,Joey
dia49_utt7.wav,49,7,neutral,Joey
dia49_utt8.wav,49,8,neutral,Joey
dia49_utt9.wav,49,9,joy,Monica
dia49_utt10.wav,49,10,neutral,Chandler
dia49_utt11.wav,49,11,neutral,Joey
dia49_utt12.wav,49,12,sadness,Chandler
dia49_utt13.wav,49,13,surprise,Joey
dia49_utt14.wav,49,14,neutral,Chandler
dia49_utt15.wav,49,15,surprise,Monica
dia49_utt16.wav,49,16,neutral,Ross
dia49_utt17.wav,49,17,neutral,Chandler
dia49_utt18.wav,49,18,surprise,Ross
dia49_utt19.wav,49,19,neutral,Chandler
dia49_utt20.wav,49,20,surprise,Monica
dia49_utt21.wav,49,21,anger,Joey
dia50_utt0.wav,50,0,joy,Joey
dia50_utt1.wav,50,1,anger,Wayne
dia50_utt2.wav,50,2,surprise,Joey
dia50_utt3.wav,50,3,neutral,Joey
dia50_utt4.wav,50,4,neutral,Joey
dia50_utt5.wav,50,5,fear,Joey
dia50_utt6.wav,50,6,fear,Joey
dia50_utt7.wav,50,7,sadness,Joey
dia50_utt8.wav,50,8,joy,Joey
dia50_utt9.wav,50,9,surprise,Joey
dia50_utt10.wav,50,10,surprise,Joey
dia50_utt11.wav,50,11,neutral,Joey
dia50_utt12.wav,50,12,neutral,Joey
dia50_utt13.wav,50,13,anger,Joey
dia50_utt14.wav,50,14,surprise,Joey
dia50_utt15.wav,50,15,anger,Joey
dia50_utt16.wav,50,16,neutral,Joey
dia51_utt0.wav,51,0,neutral,Ross
dia51_utt1.wav,51,1,sadness,Rachel
dia51_utt2.wav,51,2,neutral,Ross
dia51_utt3.wav,51,3,disgust,Rachel
dia51_utt4.wav,51,4,anger,Ross
dia51_utt5.wav,51,5,anger,Rachel
dia51_utt6.wav,51,6,anger,Ross
dia51_utt7.wav,51,7,anger,Rachel
dia51_utt8.wav,51,8,anger,Ross
dia51_utt9.wav,51,9,anger,Rachel
dia51_utt10.wav,51,10,anger,Rachel
dia52_utt0.wav,52,0,neutral,Monica
dia52_utt1.wav,52,1,joy,Phoebe
dia52_utt2.wav,52,2,neutral,Monica
dia52_utt3.wav,52,3,neutral,Phoebe
dia52_utt4.wav,52,4,neutral,Monica
dia52_utt5.wav,52,5,neutral,Phoebe
dia52_utt6.wav,52,6,neutral,Monica
dia52_utt7.wav,52,7,neutral,Phoebe
dia52_utt8.wav,52,8,neutral,Monica
dia52_utt9.wav,52,9,neutral,Phoebe
dia52_utt10.wav,52,10,neutral,Monica
dia52_utt11.wav,52,11,neutral,Phoebe
dia53_utt0.wav,53,0,joy,Richard
dia53_utt1.wav,53,1,joy,Monica
dia53_utt2.wav,53,2,neutral,Richard
dia53_utt3.wav,53,3,neutral,Monica
dia53_utt4.wav,53,4,neutral,Monica
dia53_utt5.wav,53,5,neutral,Monica
dia53_utt6.wav,53,6,joy,Richard
dia53_utt7.wav,53,7,neutral,Monica
dia53_utt8.wav,53,8,joy,Richard
dia54_utt0.wav,54,0,disgust,Joey
dia54_utt1.wav,54,1,sadness,Rachel
dia54_utt2.wav,54,2,anger,Joey
dia54_utt3.wav,54,3,fear,Dina
dia54_utt4.wav,54,4,fear,Dina
dia54_utt5.wav,54,5,neutral,Dina
dia54_utt6.wav,54,6,joy,Bobby
dia54_utt7.wav,54,7,anger,Dina
dia54_utt8.wav,54,8,sadness,Joey
dia54_utt9.wav,54,9,joy,Dina
dia54_utt10.wav,54,10,neutral,Dina
dia54_utt11.wav,54,11,neutral,Dina
dia54_utt12.wav,54,12,fear,Dina
dia54_utt13.wav,54,13,fear,Joey
dia54_utt14.wav,54,14,sadness,Dina
dia54_utt15.wav,54,15,sadness,Dina
dia54_utt16.wav,54,16,sadness,Dina
dia54_utt17.wav,54,17,joy,Joey
dia54_utt18.wav,54,18,joy,Dina
dia54_utt19.wav,54,19,joy,Joey
dia54_utt20.wav,54,20,joy,Bobby
dia54_utt21.wav,54,21,neutral,Rachel
dia54_utt22.wav,54,22,joy,Joey
dia54_utt23.wav,54,23,anger,Rachel
dia55_utt0.wav,55,0,joy,Danny
dia55_utt1.wav,55,1,joy,Rachel
dia55_utt2.wav,55,2,neutral,Danny
dia55_utt3.wav,55,3,surprise,Rachel
dia55_utt4.wav,55,4,neutral,Danny
dia55_utt5.wav,55,5,joy,Rachel
dia55_utt6.wav,55,6,surprise,Krista
